age 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010
17 42905 44970 46970 45946 48106 54707 60187 63515 63803 63557 62052 61461 58774 55671 53472 53967 54261 52053 52896 52549 52883 51724 51564 50911 51832 53128 55648 60614 60314 60080 59275 55802 52758 54034 55855 55616 54908 55324 52491 49841 48906 47832 49459 50188 49020 48576 48259 49493 51824 53622 55310 58263 60236 64114 63608 62833 60745
18 42699 43390 45367 47390 46220 48343 55062 60461 63756 64100 64036 62725 62151 59232 56207 54532 55057 54541 52264 53037 52831 53164 52044 51922 51204 52196 53485 55804 60777 60396 60193 59421 55999 52985 54316 56286 55955 55143 55567 52837 50353 49101 47981 49666 50491 49267 48865 48549 49804 52170 53928 55558 58707 60769 64637 64254 63385
19 41101 43302 43889 45815 47762 46460 48836 55378 60723 64066 64601 64813 63510 62696 59951 57507 55821 55410 54667 52446 53390 53309 53689 52570 52421 51745 52794 53836 56022 60939 60626 60455 59770 56386 53393 55004 56824 56357 55484 56033 53503 50709 49326 48138 49770 50587 49423 49133 48835 50161 52517 54249 56078 59335 61280 65326 64758
20 41353 41677 43807 44396 46096 47836 46884 49232 55548 60996 64469 65245 65464 63999 63274 61389 58814 56130 55453 54811 52868 53854 53868 54283 53085 52943 52273 53055 54020 56184 61212 60883 60756 60123 56864 54131 55639 57122 56731 55948 56659 53778 50962 49475 48387 50113 51050 49862 49553 49426 50575 52925 54885 56716 59884 61986 65878
21 41298 41847 42117 44165 44605 46199 48145 47136 49469 55677 61319 65018 65766 65804 64448 64565 62565 59072 56094 55529 55171 53232 54371 54572 54817 53595 53404 52550 53169 54148 56411 61495 61221 61102 60539 57567 54691 56008 57528 57249 56498 56905 53995 51173 49690 48684 50511 51471 50367 50022 49895 50992 53656 55506 57330 60734 62648
22 43835 41662 42161 42398 44231 44593 46441 48389 47262 49625 55953 61800 65385 65974 66178 65574 65614 62736 58884 56084 55784 55550 53729 54934 55085 55333 53975 53523 52689 53261 54339 56667 61847 61531 61550 61228 58182 55119 56331 58077 57877 56813 57128 54130 51371 50036 49155 51017 51943 50800 50617 50449 51905 54471 56537 58389 61738
23 44428 44124 41820 42506 42408 44142 44793 46639 48469 47357 49900 56295 62076 65461 66198 67110 66482 65649 62496 58755 56183 56057 56012 54292 55344 55448 55674 54162 53641 52790 53414 54602 57015 62206 62000 62247 61818 58645 55514 56880 58667 58129 56971 57252 54350 51740 50562 49743 51571 52537 51469 51267 51416 52961 55603 57893 59627
24 45723 44648 44263 41985 42601 42280 44149 44906 46691 48522 47593 50279 56517 62028 65565 66841 67823 66467 65342 62355 58923 56490 56414 56503 54723 55727 55720 55822 54219 53678 52959 53647 54881 57367 62687 62764 62836 62249 59105 56025 57489 58918 58285 57163 57556 54672 52199 51164 50363 52138 53173 52147 52218 52501 54175 56946 59124
25 45056 45902 44729 44322 42094 42494 42359 44248 44926 46743 48691 47887 50560 56503 61979 66010 67317 67777 66045 65104 62415 59106 56779 56841 56829 55007 55981 55794 55913 54211 53844 53114 53888 55263 57839 63388 63350 63262 62574 59593 56729 57701 59107 58473 57378 57858 55151 52691 51727 50989 52800 53839 53103 53236 53563 55401 58057
26 47267 45229 46034 44823 44360 42018 42243 42439 44293 44948 46933 49008 48128 50525 56533 62375 66355 67196 67356 65866 65172 62514 59339 57147 57124 57023 55132 56100 55850 55898 54309 53977 53348 54154 55692 58419 63942 63724 63584 63051 60264 56947 57845 59259 58737 57724 58326 55676 53244 52191 51562 53395 54747 54025 54214 54699 56485
27 46629 47369 45274 46109 44853 44283 41937 42311 42484 44287 45087 47201 49241 48122 50492 56899 62650 66245 66811 67043 65793 65263 62669 59684 57318 57279 57140 55231 56049 55866 55937 54429 54134 53668 54561 56287 58990 64288 64032 64010 63625 60474 57065 57966 59423 58974 58124 58771 56138 53720 52671 52071 54002 55542 54854 55273 55645
28 48301 46759 47419 45336 46111 44762 44281 41988 42285 42509 44417 45325 47384 49254 48068 50861 57115 62551 65918 66534 66951 65854 65341 62981 59852 57440 57371 57169 55196 55994 55944 56045 54620 54380 54037 55073 56825 59382 64512 64451 64609 63727 60511 57194 58131 59665 59374 58545 59225 56530 54121 53161 52755 54729 56477 55608 56155
29 50137 48440 46790 47499 45336 46060 44774 44327 41985 42316 42579 44640 45493 47379 49284 48342 51154 57043 62259 65610 66511 67045 65942 65604 63113 59931 57495 57313 57164 55131 56005 56043 56143 54901 54704 54600 55514 57177 59686 64888 65036 64716 63749 60608 57421 58313 59933 59723 58924 59560 56892 54553 53818 53376 55459 57498 56357
30 51307 50206 48469 46891 47511 45311 46128 44811 44328 41987 42428 42743 44796 45499 47388 49518 48516 51051 56744 61984 65559 66516 67115 66166 65689 63116 59904 57433 57281 57140 55142 56061 56191 56356 55208 55227 55045 55831 57371 60099 65547 65064 64661 63793 60791 57586 58655 60326 60130 59356 59908 57300 55110 54435 54151 56329 58206
31 52504 51346 50252 48509 46879 47448 45237 46117 44804 44349 42060 42605 42886 44814 45469 47574 49711 48396 50776 56537 61961 65595 66584 67239 66185 65691 63109 59826 57361 57248 57153 55200 56160 56381 56671 55634 55558 55361 56040 57747 60629 65587 65094 64736 63912 60945 57891 59057 60695 60492 59666 60162 57826 55751 55219 54956 56937
32 53581 52528 51365 50313 48560 46806 47338 45258 46117 44771 44424 42194 42735 42882 44777 45668 47813 49661 48180 50620 56510 61964 65645 66717 67296 66209 65618 63033 59783 57338 57217 57167 55254 56359 56630 57054 55930 55820 55601 56414 58324 60670 65561 65103 64855 64070 61150 58186 59354 61035 60789 59903 60629 58372 56382 55964 55490
33 57626 53678 52529 51411 50300 48507 46778 47340 45259 46133 44831 44515 42298 42740 42858 44967 45826 47738 49467 48007 50553 56514 61983 65710 66712 67305 66153 65516 62966 59663 57269 57207 57210 55396 56582 56958 57354 56128 55974 55944 56910 58359 60708 65620 65160 64973 64352 61440 58506 59655 61201 61118 60402 61178 59025 57034 56357
34 61599 57662 53647 52596 51434 50268 48385 46762 47349 45243 46178 44929 44605 42318 42730 43031 45180 45780 47549 49254 47958 50568 56526 62069 65690 66669 67208 66061 65446 62883 59629 57246 57267 57313 55624 56891 57230 57551 56304 56283 56458 56919 58347 60673 65747 65235 65177 64542 61703 58844 59825 61473 61559 60879 61836 59643 57487
35 50829 61627 57677 53694 52613 51386 50150 48385 46728 47343 45270 46280 44989 44586 42255 42881 43204 45105 45643 47449 49223 47964 50591 56587 62065 65694 66550 67103 66037 65388 62845 59581 57271 57374 57438 55908 57129 57403 57684 56593 56796 56462 56880 58413 60738 65838 65452 65416 64770 61951 59028 60077 61856 62024 61407 62425 60080
36 51217 50840 61579 57738 53722 52537 51291 50177 48388 46673 47379 45382 46344 44958 44555 42375 43039 43184 44966 45505 47424 49226 47983 50643 56576 62026 65632 66486 67070 65981 65393 62797 59583 57320 57508 57679 56194 57322 57486 57936 56956 56807 56387 56951 58457 60845 65947 65684 65639 64999 62123 59219 60502 62285 62605 61895 62798
37 52103 51196 50790 61597 57698 53653 52344 51289 50120 48349 46682 47445 45454 46309 44950 44676 42453 42985 43050 44843 45483 47446 49254 48031 50625 56571 61978 65554 66424 67013 65956 65362 62763 59672 57396 57703 57874 56278 57423 57757 58309 56937 56809 56354 56937 58559 61026 66170 65898 65818 65185 62280 59613 60876 62705 63045 62199
38 51676 52073 51150 50782 61554 57600 53393 52317 51267 50110 48389 46763 47483 45452 46250 45080 44781 42455 42840 42939 44802 45468 47424 49316 48026 50612 56490 61916 65440 66369 67005 65912 65359 62795 59783 57586 57826 58010 56298 57670 58071 58324 56902 56779 56440 56961 58625 61182 66365 66076 65902 65296 62573 59944 61296 63138 63368
39 51865 51641 52005 51128 50740 61444 57469 53372 52266 51219 50108 48422 46788 47466 45457 46358 45202 44745 42323 42731 42897 44822 45460 47437 49302 47991 50593 56435 61833 65372 66341 66938 65905 65377 62878 59930 57693 57861 58032 56464 57974 58077 58270 56864 56870 56472 57040 58771 61304 66476 66167 66053 65594 62856 60308 61754 63453
40 53982 51840 51593 51995 51102 50675 61267 57444 53342 52219 51215 50141 48424 46742 47418 45540 46433 45172 44634 42227 42716 42879 44798 45459 47415 49265 47907 50545 56381 61750 65286 66298 66898 65900 65446 62969 60059 57730 57876 58152 56762 57937 58064 58244 56841 56883 56624 57195 58893 61437 66576 66300 66284 65822 63172 60716 62050
41 53910 53958 51784 51563 51953 51002 50389 61253 57388 53299 52204 51207 50153 48389 46688 47510 45650 46379 45056 44556 42198 42691 42890 44796 45435 47364 49200 47860 50500 56325 61718 65246 66264 66901 65948 65532 63080 60077 57703 58025 58360 56763 57923 58005 58290 56851 56962 56758 57315 59050 61549 66635 66506 66509 66141 63555 60897
42 54700 53877 53894 51770 51500 51846 50850 50345 61171 57355 53286 52196 51195 50088 48307 46748 47585 45609 46259 44917 44507 42168 42679 42867 44791 45396 47313 49106 47847 50452 56276 61695 65200 66237 66923 65986 65580 63051 60080 57770 58206 58310 56729 57863 57987 58282 56960 57062 56917 57389 59099 61586 66836 66737 66792 66507 63813
43 53615 54663 53797 53838 51705 51378 51727 50799 50277 61114 57291 53265 52175 51139 50027 48339 46822 47516 45503 46169 44864 44456 42146 42668 42817 44753 45340 47243 49041 47786 50378 56237 61622 65175 66276 66970 66044 65516 62998 60139 57895 58201 58240 56689 57846 58004 58285 57053 57133 56979 57458 59193 61852 67013 66964 67075 66689
44 53534 53543 54542 53758 53746 51577 51186 51650 50715 50183 61029 57233 53206 52105 51065 50019 48385 46744 47383 45385 46105 44782 44424 42150 42609 42760 44671 45289 47191 48971 47742 50289 56181 61575 65143 66313 66955 65993 65451 63035 60275 57860 58124 58188 56706 57811 58041 58341 57127 57197 57042 57496 59397 62016 67187 67277 67190
45 55025 53447 53442 54460 53693 53631 51331 51116 51587 50615 50127 60997 57193 53135 51994 51051 50018 48263 46621 47276 45311 46080 44761 44400 42105 42558 42721 44615 45257 47114 48899 47699 50238 56109 61515 65147 66277 66899 65898 65421 63125 60232 57765 58067 58136 56659 57852 58052 58448 57181 57229 57107 57644 59570 62226 67405 67397
46 53666 54904 53313 53355 54325 53565 53364 51235 51044 51478 50545 50044 60909 57128 53018 52006 51054 49939 48111 46510 47205 45256 46026 44717 44318 42049 42500 42624 44523 45171 47052 48855 47623 50204 56089 61507 65103 66204 66790 65894 65450 63048 60112 57667 58011 58100 56682 57908 58113 58471 57206 57221 57251 57789 59772 62377 67557
47 52401 53566 54787 53215 53241 54178 53297 53217 51127 50941 51382 50450 49968 60744 56967 52975 51994 50935 49768 47968 46427 47120 45197 45952 44656 44224 41957 42412 42550 44417 45087 46982 48780 47587 50150 56070 61455 65016 66109 66764 65929 65379 62945 60010 57659 57949 58088 56703 57951 58112 58470 57238 57346 57356 57926 59926 62465
48 51378 52260 53436 54646 53098 53091 53865 53177 53099 51008 50832 51301 50345 49835 60585 56910 52973 51830 50727 49618 47879 46313 47033 45125 45864 44571 44126 41877 42304 42469 44364 45003 46884 48684 47536 50145 55992 61364 64908 65998 66730 65833 65257 62835 59922 57606 57947 58054 56715 57928 58075 58463 57309 57450 57509 58047 60005
49 50493 51216 52108 53278 54481 52931 52826 53727 53044 52975 50882 50713 51164 50195 49710 60515 56801 52833 51672 50601 49473 47752 46219 46965 45036 45772 44482 44013 41795 42228 42393 44306 44931 46832 48602 47524 50075 55914 61241 64820 65963 66654 65712 65129 62718 59862 57568 57901 58026 56706 57878 58047 58490 57389 57523 57615 58090
50 49105 50282 51046 51958 53107 54265 52655 52652 53562 52868 52828 50757 50571 51068 50071 49625 60407 56633 52661 51473 50475 49363 47631 46101 46867 44964 45662 44350 43929 41671 42139 42284 44197 44861 46760 48550 47479 49991 55792 61133 64784 65837 66470 65576 65031 62580 59785 57499 57868 57981 56642 57814 58064 58480 57437 57615 57631
51 47982 48923 50085 50871 51775 52901 53984 52459 52495 53396 52707 52669 50615 50401 50914 49930 49501 60216 56401 52466 51322 50295 49232 47511 45962 46719 44830 45525 44277 43793 41605 42046 42194 44108 44809 46713 48441 47401 49901 55701 61074 64639 65681 66305 65443 64909 62442 59696 57458 57791 57905 56558 57802 58108 58505 57494 57612
52 48217 47786 48750 49910 50667 51540 52546 53775 52275 52323 53182 52528 52505 50471 50250 50802 49810 49338 59951 56190 52301 51150 50144 49111 47377 45812 46586 44725 45387 44136 43666 41470 41975 42111 44043 44776 46636 48352 47302 49821 55643 60947 64465 65471 66164 65287 64779 62335 59653 57368 57726 57788 56487 57795 58083 58528 57454
53 47143 47968 47554 48540 49662 50430 51247 52333 53544 52030 52125 52966 52347 52369 50257 50082 50655 49592 49102 59696 55965 52083 50957 49972 48952 47212 45648 46459 44568 45240 43979 43527 41354 41862 42032 43953 44655 46564 48196 47246 49803 55518 60757 64263 65300 65978 65194 64630 62248 59556 57290 57628 57748 56437 57760 58044 58476
54 46373 46916 47748 47333 48339 49429 50118 50981 52087 53306 51812 51926 52747 52121 52165 50074 49896 50420 49356 48879 59430 55770 51890 50788 49775 48748 47029 45503 46303 44383 45129 43855 43387 41239 41786 41964 43867 44539 46422 48088 47228 49682 55347 60575 64080 65160 65819 65053 64510 62118 59441 57131 57479 57687 56377 57709 57972
55 43563 46098 46637 47495 47121 48090 49067 49867 50765 51829 53046 51586 51689 52588 51889 51935 49880 49675 50183 49133 48653 59164 55530 51691 50597 49548 48536 46848 45339 46112 44208 44947 43683 43243 41128 41693 41862 43752 44400 46342 48032 47169 49512 55138 60379 63885 64947 65661 64922 64354 61954 59272 57064 57426 57605 56310 57660
56 43500 43302 45817 46344 47205 46818 47723 48828 49604 50471 51575 52754 51326 51408 52341 51670 51746 49655 49376 49911 48883 48406 58889 55280 51510 50378 49354 48324 46620 45166 45925 44044 44792 43531 43129 41038 41561 41706 43581 44281 46329 47910 47013 49333 54951 60158 63648 64760 65455 64772 64149 61763 59161 56949 57294 57520 56220
57 41898 43197 43015 45495 46050 46885 46381 47441 48559 49303 50223 51276 52450 51096 51099 52091 51454 51468 49363 49124 49626 48626 48171 58612 55033 51266 50101 49135 48115 46418 44944 45734 43848 44661 43368 42995 40912 41427 41568 43503 44228 46210 47721 46852 49118 54718 59900 63440 64539 65228 64549 63898 61592 59062 56800 57182 57412
58 41217 41569 42878 42690 45184 45727 46474 46072 47128 48267 48984 49887 50960 52122 50717 50849 51808 51142 51117 49056 48807 49344 48384 47938 58300 54719 50992 49847 48909 47907 46180 44716 45522 43660 44481 43187 42823 40719 41270 41437 43478 44107 46064 47499 46646 48912 54490 59668 63214 64296 64975 64277 63711 61418 58924 56643 56996
59 40544 40867 41243 42543 42369 44819 45290 46127 45696 46752 47922 48665 49549 50658 51716 50447 50551 51466 50766 50796 48760 48501 49018 48097 47662 57942 54362 50669 49568 48654 47634 45898 44477 45326 43465 44313 42996 42614 40532 41109 41386 43341 43953 45846 47274 46454 48719 54254 59409 62962 64028 64734 64040 63483 61228 58703 56454
60 38799 40140 40497 40871 42174 42011 44360 44929 45759 45329 46413 47545 48307 49220 50272 51361 50140 50208 51109 50434 50471 48440 48165 48683 47751 47320 57574 54006 50388 49273 48380 47348 45642 44280 45108 43264 44109 42827 42419 40396 41055 41290 43154 43709 45624 47053 46242 48493 54006 59158 62659 63726 64440 63770 63248 61033 58446
61 37784 38378 39719 40072 40461 41723 41539 43947 44542 45400 44932 46005 47131 47963 48786 49896 50985 49796 49800 50708 50036 50083 48086 47838 48336 47418 46989 57154 53644 50054 48956 48036 47083 45361 44031 44905 43056 43896 42591 42218 40329 40956 41104 42898 43454 45357 46796 46017 48221 53725 58834 62327 63399 64182 63509 63058 60780
62 36058 37361 37923 39242 39611 40027 41206 41128 43534 44120 44951 44473 45551 46732 47489 48330 49465 50527 49294 49398 50320 49617 49667 47713 47468 47986 47025 46636 56773 53273 49689 48613 47692 46736 45076 43771 44626 42795 43663 42371 42097 40151 40723 40860 42597 43184 45101 46550 45800 47938 53421 58496 62007 63097 63902 63248 62781
63 36037 35608 36881 37408 38766 39169 39519 40766 40685 43047 43629 44496 43970 45085 46262 47065 47923 48987 49997 48786 48962 49848 49141 49250 47290 47068 47538 46626 46223 56324 52847 49305 48223 47338 46417 44768 43496 44304 42458 43434 42194 41930 39895 40417 40532 42308 42881 44849 46320 45527 47632 53074 58149 61671 62781 63555 62921
64 34372 35527 35116 36348 36936 38259 38550 39008 40215 40179 42478 43092 44003 43533 44542 45749 46558 47374 48461 49477 48280 48490 49308 48666 48838 46829 46656 47053 46233 45823 55799 52398 48882 47795 46935 46080 44473 43154 44009 42173 43257 41907 41674 39586 40079 40212 42008 42629 44570 45999 45195 47304 52780 57793 61285 62421 63123
65 32779 33808 34950 34553 35820 36361 37615 37993 38430 39660 39654 41895 42559 43514 42953 44017 45179 46008 46815 47913 48875 47745 47911 48796 48142 48288 46316 46177 46586 45750 45381 55206 51904 48407 47371 46542 45720 44112 42847 43649 41858 42960 41603 41263 39246 39745 39897 41668 42312 44198 45639 44838 46913 52357 57385 60871 61967
66 32547 32200 33173 34347 33994 35228 35824 37067 37401 37830 39079 39048 41319 42008 42850 42379 43485 44583 45367 46188 47283 48245 47203 47360 48217 47577 47704 45801 45673 46084 45263 44911 54585 51384 47945 46909 46116 45282 43663 42469 43379 41522 42607 41190 40884 38855 39391 39554 41348 41995 43832 45220 44503 46490 51966 56974 60397
67 31866 31913 31537 32483 33706 33346 34513 35171 36402 36703 37168 38395 38388 40697 41361 42236 41748 42844 43908 44727 45532 46609 47614 46590 46719 47590 46973 47113 45236 45154 45563 44676 44338 54004 50826 47450 46414 45635 44836 43238 42130 43015 41128 42157 40748 40462 38491 38984 39164 40947 41606 43382 44884 44136 46062 51573 56525
68 30333 31125 31158 30818 31750 32992 32648 33812 34479 35669 35999 36378 37696 37779 39964 40668 41534 41032 42108 43166 44026 44833 45890 46901 45947 46066 46912 46310 46426 44622 44558 44976 44101 43794 53266 50197 46867 45907 45131 44314 42858 41774 42580 40692 41680 40301 40037 38054 38555 38736 40553 41184 42971 44458 43746 45647 51075
69 28441 29527 30340 30362 30031 30971 32159 31924 33042 33710 34872 35237 35552 36966 37018 39142 39915 40785 40274 41373 42360 43233 44069 45155 46117 45185 45324 46179 45569 45686 44015 43901 44300 43498 43146 52597 49577 46258 45287 44550 43859 42427 41277 42048 40175 41169 39835 39575 37621 38094 38293 40138 40795 42548 43959 43352 45165
70 27457 27617 28676 29449 29574 29255 30100 31312 31119 32217 32910 34029 34388 34767 36155 36216 38338 39128 39891 39470 40529 41466 42359 43348 44337 45266 44385 44490 45397 44824 44933 43313 43227 43602 42809 42541 51821 48842 45570 44648 43968 43289 41897 40691 41456 39617 40655 39319 39019 37101 37620 37792 39663 40310 42081 43442 42854
71 24951 26556 26748 27666 28520 28628 28269 29190 30419 30266 31333 31997 33048 33528 33858 35196 35353 37461 38209 39015 38578 39625 40522 41492 42430 43444 44302 43463 43654 44595 43981 44095 42522 42464 42797 42117 41841 50945 48089 44862 44023 43351 42625 41258 40087 40827 39053 40012 38671 38454 36561 37082 37297 39174 39838 41589 42918
72 23405 24035 25577 25739 26737 27537 27637 27322 28204 29465 29308 30386 30973 32150 32493 32857 34235 34436 36380 37165 38024 37619 38653 39530 40456 41485 42477 43259 42544 42687 43630 43093 43207 41638 41651 42075 41304 41125 50053 47229 44084 43313 42623 41837 40559 39437 40142 38388 39357 38062 37843 36026 36518 36747 38634 39269 41063
73 21853 22430 23028 24578 24752 25726 26386 26563 26316 27147 28458 28232 29372 30027 31028 31348 31920 33220 33428 35373 36098 36931 36536 37654 38476 39420 40448 41355 42217 41588 41729 42663 42166 42244 40708 40758 41202 40483 40291 49011 46371 43300 42473 41817 40998 39814 38701 39426 37701 38650 37418 37188 35447 35904 36203 38000 38634
74 20664 20861 21347 21955 23459 23722 24477 25295 25372 25245 26056 27294 27083 28217 28831 29842 30255 30802 32025 32296 34196 34939 35757 35428 36567 37357 38256 39291 40214 41079 40529 40647 41565 41088 41149 39803 39783 40254 39503 39347 47961 45398 42326 41498 40948 40118 39027 37931 38609 36980 37886 36719 36475 34836 35276 35574 37313
75 19977 19629 19807 20178 20864 22318 22453 23333 24067 24248 24095 24883 26048 26132 26962 27633 28683 29099 29539 30850 31103 32983 33701 34586 34273 35386 36139 36970 38081 39032 39850 39304 39483 40426 39921 40069 38736 38764 39198 38543 38445 46833 44301 41264 40531 39943 39205 38106 37089 37799 36178 37075 35997 35716 34168 34583 34872
76 17854 18854 18459 18613 19038 19718 21046 21270 22026 22787 22995 22849 23632 24861 24857 25714 26366 27391 27787 28302 29540 29791 31668 32365 33240 32984 34059 34851 35676 36771 37744 38490 38047 38302 39140 38673 38851 37590 37655 38038 37506 37404 45505 43113 40114 39441 38875 38280 37170 36171 36922 35363 36240 35157 34922 33445 33836
77 16713 16711 17620 17203 17451 17874 18420 19753 20040 20731 21493 21702 21566 22307 23433 23562 24459 25054 25922 26465 26945 28061 28338 30318 30975 31838 31519 32715 33438 34303 35350 36251 37102 36663 36924 37801 37385 37545 36330 36355 36939 36306 36286 44116 41820 38859 38287 37764 37215 36163 35165 35882 34453 35258 34270 34095 32609
