age 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010
78 14376 15478 15499 16362 15974 16245 16521 17124 18369 18690 19384 20104 20270 20244 20888 22027 22264 23127 23604 24535 25071 25453 26617 26930 28752 29450 30305 30075 31255 32007 32853 33748 34730 35618 35155 35443 36294 35927 36119 34987 35146 35635 35069 35088 42633 40493 37605 36995 36516 36057 35070 34129 34804 33415 34241 33353 33130
79 13027 13236 14282 14298 15123 14733 14892 15208 15778 17003 17357 17961 18720 18907 18775 19429 20638 20961 21667 22264 23077 23586 23910 25079 25394 27186 27899 28756 28670 29757 30416 31289 32234 33161 34003 33630 33783 34723 34352 34570 33588 33688 34279 33729 33718 40983 39020 36152 35608 35187 34806 33861 33013 33603 32363 33167 32286
80 11287 11866 12027 12967 13004 13838 13505 13629 13920 14489 15675 16036 16594 17266 17360 17349 18019 19211 19498 20243 20816 21568 22033 22473 23458 23830 25577 26223 27118 27077 28203 28733 29587 30449 31341 32302 31955 32063 33123 32679 33000 32039 32128 32818 32212 32186 39200 37387 34557 34130 33840 33447 32560 31751 32370 31179 32002
81 9735 10130 10720 10766 11638 11721 12452 12241 12221 12644 13172 14367 14652 15216 15747 15885 15985 16623 17679 18057 18742 19288 19922 20452 20921 21797 22185 23899 24522 25429 25428 26510 26962 27860 28537 29699 30422 30247 30242 31279 30985 31318 30400 30456 31148 30514 30516 37212 35585 32921 32600 32371 32010 31106 30362 31064 29916
82 8390 8644 9039 9486 9609 10426 10383 11122 10929 10998 11353 11864 12987 13244 13656 14283 14410 14607 15241 16248 16553 17217 17586 18372 18832 19260 20081 20533 22226 22863 23668 23636 24662 25169 26001 26787 27740 28482 28381 28302 29472 29173 29491 28690 28746 29393 28804 28920 35154 33705 31248 30970 30783 30405 29640 28954 29598
83 7323 7398 7593 7943 8369 8500 9146 9133 9777 9671 9816 10019 10575 11493 11727 12247 12890 13026 13231 13833 14741 14980 15646 16048 16812 17210 17627 18425 18862 20460 21080 21877 21863 22836 23266 24210 24836 25723 26536 26344 26442 27477 27329 27503 26866 26858 27564 26981 27075 33021 31713 29376 29224 28979 28670 28081 27384
84 5886 6342 6362 6620 6925 7322 7407 7926 7922 8512 8494 8689 8872 9336 10122 10333 10947 11529 11600 11854 12473 13208 13428 14097 14460 15234 15543 15860 16735 17145 18741 19213 20060 20063 20902 21313 22223 22828 23708 24302 24276 24481 25483 25325 25530 24961 24955 25586 25110 25257 30867 29656 27414 27401 27148 26892 26346
85 4777 5065 5404 5424 5651 5958 6261 6383 6778 6796 7405 7272 7603 7627 8089 8807 9155 9666 10124 10224 10504 11076 11701 11943 12568 12887 13553 13800 14264 15029 15502 16823 17259 18161 18147 18960 19369 20250 20778 21572 22306 22128 22404 23360 23242 23362 22862 22981 23437 23126 23384 28568 27394 25301 25385 25185 25033
86 3645 4071 4292 4501 4548 4766 4993 5274 5383 5734 5764 6378 6222 6401 6489 6954 7656 7932 8381 8783 8903 9204 9578 10302 10513 11109 11341 11932 12250 12673 13348 13731 14981 15414 16170 16215 16963 17398 18260 18678 19477 20218 20019 20353 21241 21013 21226 20682 20844 21363 21019 21400 26186 25072 23095 23310 23171
87 3221 3012 3361 3518 3708 3766 3893 4110 4387 4463 4808 4840 5496 5275 5353 5457 5919 6624 6760 7156 7595 7601 7803 8297 8926 9097 9731 9801 10482 10800 11175 11692 12028 13169 13515 14304 14349 15113 15495 16146 16667 17411 17996 17973 18197 18971 18783 19004 18430 18710 19253 18959 19385 23581 22693 20958 21162
88 2841 2637 2452 2700 2858 3038 3021 3177 3326 3596 3716 4004 4025 4360 4285 4443 4634 5048 5609 5725 6098 6419 6432 6659 7075 7631 7780 8307 8460 9030 9366 9724 10121 10440 11344 11754 12441 12551 13227 13501 14182 14658 15269 15875 15814 16028 16771 16509 16659 16297 16633 17113 16904 17224 20976 20274 18703
89 2151 2264 2098 1898 2163 2311 2380 2402 2498 2683 2890 3090 3275 3201 3499 3500 3659 3896 4186 4673 4772 5078 5336 5402 5572 5982 6387 6562 6987 7178 7681 7913 8209 8646 8829 9717 9988 10662 10784 11323 11702 12252 12660 13196 13764 13607 13880 14554 14363 14474 14229 14545 14906 14677 15100 18433 17831
90 1645 1652 1755 1612 1468 1714 1757 1864 1860 1939 2135 2334 2540 2517 2525 2809 2859 2954 3116 3463 3823 3948 4142 4434 4441 4566 4946 5244 5485 5825 5968 6413 6611 6922 7216 7450 8212 8412 8950 9033 9573 9954 10396 10803 11260 11667 11582 11811 12249 12242 12368 12202 12545 12822 12544 13011 15942
91 1229 1279 1255 1339 1235 1102 1285 1376 1403 1403 1509 1731 1890 1852 1929 1980 2242 2300 2379 2489 2796 3089 3121 3344 3599 3642 3748 4017 4258 4471 4810 4778 5242 5461 5665 5886 6080 6713 6954 7347 7543 7968 8288 8649 9060 9365 9759 9652 9723 10290 10314 10428 10284 10564 10731 10669 10947
92 916 910 932 908 1010 925 816 999 1019 1043 1064 1197 1379 1345 1402 1482 1575 1756 1783 1867 1953 2210 2413 2476 2663 2848 2845 3008 3226 3375 3584 3836 3822 4222 4328 4527 4711 4849 5409 5488 5970 6124 6452 6742 7113 7341 7627 7874 7829 7979 8521 8475 8544 8487 8643 8940 8822
93 588 651 667 635 648 737 666 609 710 743 785 840 963 937 968 1082 1093 1201 1353 1366 1409 1550 1694 1856 1943 2061 2183 2197 2346 2516 2672 2781 3028 2984 3268 3454 3570 3734 3811 4222 4393 4707 4909 5121 5331 5619 5871 6037 6246 6219 6458 6822 6839 6780 6800 6984 7228
94 386 408 458 472 444 453 512 477 431 495 526 614 654 645 688 699 817 822 870 1036 1040 1019 1161 1285 1437 1458 1577 1667 1657 1795 1959 2062 2138 2324 2259 2497 2606 2737 2855 2864 3316 3419 3637 3832 3963 4107 4368 4518 4621 4865 4888 5097 5386 5323 5352 5284 5445
95 233 248 267 271 287 285 308 330 337 330 346 388 453 423 458 483 496 616 572 637 754 762 702 847 972 1072 1074 1144 1265 1263 1380 1451 1544 1606 1727 1707 1867 1939 2012 2088 2163 2508 2544 2725 2910 3022 3122 3348 3400 3509 3686 3751 3841 4090 4081 4124 4044
96 157 167 179 183 194 191 208 222 227 222 233 262 305 285 300 327 353 349 411 416 468 547 543 515 624 707 775 764 839 915 909 976 1051 1115 1125 1260 1227 1366 1400 1456 1544 1587 1819 1841 2013 2157 2196 2316 2415 2478 2603 2761 2738 2810 2994 3058 3090
97 103 109 117 120 127 125 136 145 149 145 153 171 200 187 190 208 220 249 233 275 293 324 369 377 361 449 478 541 558 586 639 642 705 757 767 790 872 873 931 954 1034 1121 1110 1259 1338 1418 1541 1575 1599 1717 1773 1895 1979 1941 2021 2172 2237
98 65 69 75 76 81 80 86 92 94 92 97 109 127 118 115 121 148 149 169 165 171 201 216 263 276 247 315 319 376 379 411 453 443 476 497 536 544 596 618 641 675 727 781 755 870 911 961 1060 1070 1092 1197 1221 1330 1338 1332 1404 1542
99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 74 75 101 97 112 108 108 133 139 158 177 158 209 222 260 265 272 304 315 312 329 363 363 409 389 444 456 491 493 523 560 618 659 717 703 745 801 805 902 885 873 967
100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 78 89 99 112 124 151 149 162 194 202 214 248 265 313 330 367 382 419 454 446 466 480 503 531 557 585 656 660 736 770 769 828 881 959 1011 1085 1137 1188 1233 1310 1386 1414
