age 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010
76 15173 16154 15648 15835 16003 16253 17562 17603 18008 18206 18274 17715 18308 19085 18908 19720 19725 20840 21425 21349 22121 21995 23059 23866 24323 24181 24872 25027 26451 27084 27599 28803 28752 28620 29128 29198 28906 27898 28461 28625 28068 28614 34637 32836 30482 30866 29834 29709 28913 28174 28858 27975 28681 28296 28687 27724 28146
77 14599 14044 14960 14475 14636 14811 14980 16348 16249 16661 16826 16881 16396 16928 17612 17489 18269 18261 19264 19841 19699 20476 20366 21485 22152 22549 22488 23164 23327 24656 25253 25760 26972 26853 26708 27321 27393 27125 26273 26792 27019 26461 27045 32777 31057 28957 29311 28390 28302 27503 26921 27598 26757 27550 27181 27557 26678
78 12612 13441 12883 13648 13305 13458 13550 13746 14939 14967 15354 15501 15491 15103 15500 16201 16158 16767 16736 17728 18245 18137 18812 18750 19765 20395 20849 20717 21419 21637 22866 23401 23881 25141 24973 24891 25411 25513 25291 24476 25136 25324 24871 25448 30845 29257 27348 27797 26841 26855 26166 25592 26289 25448 26297 25953 26308
79 11248 11486 12245 11709 12492 12134 12165 12342 12390 13539 13589 13987 14103 14152 13752 14105 14901 14769 15255 15307 16130 16641 16486 17178 17112 18022 18620 19053 18966 19699 19845 20979 21519 21963 23206 23160 23014 23559 23631 23418 22794 23387 23653 23264 23826 28872 27458 25751 26193 25325 25390 24683 24177 24966 24186 25017 24602
80 9577 10078 10379 10998 10575 11292 10918 11003 11078 11162 12205 12237 12605 12748 12680 12396 12823 13453 13353 13784 13833 14506 15065 14938 15515 15428 16339 16913 17285 17229 17950 18052 19112 19698 19983 21378 21290 21184 21663 21785 21659 21030 21662 21878 21592 22112 26887 25524 23943 24451 23792 23768 23251 22723 23537 22802 23649
81 8081 8501 8916 9200 9812 9439 10017 9715 9834 9858 9963 10897 10970 11322 11308 11282 11100 11494 12029 11946 12346 12369 12932 13462 13442 13883 13779 14671 15235 15629 15588 16225 16417 17276 17802 18170 19338 19395 19310 19607 19963 19897 19255 19868 20167 19860 20479 24893 23665 22196 22750 22083 22122 21700 21166 22041 21319
82 6957 7116 7451 7814 8059 8632 8308 8814 8493 8570 8705 8799 9704 9662 9938 10015 10106 9854 10147 10635 10545 10910 10901 11401 11982 11868 12320 12254 13048 13515 14013 13877 14455 14726 15389 16030 16338 17364 17511 17444 17783 18087 18010 17494 18077 18363 18121 18730 22791 21658 20443 21024 20378 20440 20089 19663 20490
83 6043 6058 6203 6443 6750 6981 7398 7227 7596 7316 7423 7549 7722 8374 8422 8704 8795 8812 8582 8941 9302 9209 9520 9555 9955 10595 10401 10789 10762 11496 11971 12269 12222 12809 13004 13732 14255 14551 15457 15635 15696 15945 16267 16267 15765 16223 16595 16468 16966 20673 19833 18588 19293 18662 18717 18522 18092
84 4712 5182 5121 5284 5543 5812 5879 6300 6195 6478 6293 6423 6552 6529 7160 7284 7589 7621 7539 7444 7709 8043 7896 8292 8288 8580 9197 8989 9401 9414 10017 10406 10696 10668 11201 11383 12086 12499 12791 13606 13874 13887 14105 14437 14462 14033 14470 14783 14810 15181 18596 17938 16776 17503 16905 17011 16891
85 3811 4015 4324 4239 4469 4692 4929 4983 5280 5210 5428 5404 5480 5545 5514 6108 6235 6484 6492 6378 6330 6543 6801 6761 7099 7154 7317 7862 7720 8057 8095 8611 8995 9241 9147 9776 9822 10526 10853 11081 11906 12026 12084 12336 12571 12738 12377 12848 13046 13145 13519 16491 16004 14995 15700 15180 15318
86 2635 3173 3317 3527 3511 3674 3864 4087 4075 4347 4349 4569 4502 4427 4570 4595 5162 5212 5431 5462 5321 5298 5503 5754 5665 5973 5999 6089 6676 6469 6909 6819 7328 7641 7814 7826 8320 8356 8990 9270 9598 10169 10359 10499 10617 10896 10996 10748 11174 11352 11541 11884 14423 14121 13258 13893 13417
87 2412 2137 2574 2651 2815 2874 2967 3190 3295 3347 3601 3559 3795 3672 3539 3726 3802 4263 4346 4505 4531 4385 4314 4531 4727 4651 4966 4978 5101 5555 5475 5733 5696 6117 6359 6642 6583 7053 7084 7509 7917 8164 8594 8771 8926 8962 9242 9459 9116 9587 9822 9906 10344 12537 12249 11544 12126
88 1980 1906 1669 2004 2077 2209 2250 2387 2524 2610 2664 2944 2916 2977 2889 2880 3032 3102 3449 3493 3643 3682 3555 3490 3654 3847 3800 4042 4080 4175 4583 4464 4649 4669 5005 5265 5488 5433 5796 5823 6303 6608 6774 7193 7315 7469 7504 7777 7919 7650 8089 8287 8377 8829 10690 10479 9895
89 1497 1537 1463 1279 1562 1623 1669 1754 1809 1961 2054 2143 2410 2214 2342 2243 2291 2400 2498 2759 2797 2881 2917 2822 2796 2884 3048 3039 3233 3247 3361 3685 3577 3755 3742 4069 4196 4435 4446 4667 4815 5149 5431 5559 5884 5975 6161 6174 6375 6527 6324 6723 6923 7027 7391 8939 8818
90 1100 1131 1192 1091 975 1174 1193 1247 1327 1396 1522 1629 1719 1760 1682 1772 1766 1806 1855 1978 2126 2201 2249 2309 2217 2222 2260 2416 2409 2543 2552 2646 2900 2819 2934 2992 3229 3363 3544 3531 3779 3867 4099 4339 4430 4664 4845 4969 4945 5196 5344 5125 5448 5627 5722 6109 7368
91 862 819 837 868 795 708 881 882 924 962 1041 1160 1279 1234 1337 1280 1353 1366 1389 1429 1537 1627 1636 1722 1789 1687 1703 1762 1886 1859 1960 1951 2037 2227 2164 2273 2338 2466 2582 2723 2809 2971 3033 3224 3430 3493 3689 3741 3928 3954 4145 4252 4088 4351 4554 4623 4901
92 567 599 585 596 618 555 534 648 652 658 701 808 881 864 862 990 938 1022 1018 1033 1064 1144 1183 1246 1294 1333 1244 1282 1342 1404 1402 1486 1473 1523 1675 1627 1729 1767 1867 1934 2072 2137 2232 2329 2439 2590 2653 2840 2864 2982 3067 3243 3309 3165 3405 3559 3625
93 342 381 424 411 405 450 375 368 447 439 464 525 634 588 608 614 743 682 758 737 751 784 823 852 922 958 949 874 945 989 1044 1015 1117 1098 1098 1285 1215 1260 1316 1368 1461 1525 1579 1640 1709 1822 1907 1943 2095 2160 2247 2276 2434 2509 2358 2563 2737
94 270 238 273 285 276 275 291 261 244 294 309 325 400 342 410 408 463 540 482 553 526 509 522 587 632 655 690 669 614 697 718 725 751 782 806 780 961 898 910 924 987 1048 1119 1141 1182 1212 1325 1395 1353 1535 1582 1592 1712 1738 1833 1709 1897
95 144 165 163 164 173 176 173 183 174 164 179 210 250 214 238 291 284 331 349 343 379 343 335 360 412 455 443 491 474 418 499 481 505 529 542 559 561 657 643 639 657 700 731 790 833 840 847 935 986 973 1108 1110 1144 1216 1269 1293 1232
96 92 104 104 105 111 112 110 117 110 104 114 134 160 136 161 162 191 192 203 241 231 256 216 223 240 281 313 311 332 332 281 336 335 360 356 394 377 372 433 418 433 442 470 492 546 556 539 569 628 666 675 760 786 754 822 878 910
97 58 66 65 66 70 70 69 74 69 66 72 84 101 86 77 99 111 120 124 139 158 158 181 133 142 147 195 202 203 209 222 192 233 214 239 248 266 255 244 270 268 288 301 299 333 363 367 333 357 391 454 450 496 548 514 550 579
98 35 40 40 40 43 43 42 45 43 40 44 52 62 52 56 50 66 72 77 82 92 95 107 120 80 92 98 118 124 140 146 149 120 133 131 145 151 164 155 163 162 171 175 181 189 214 233 230 209 227 259 298 304 317 360 328 363
99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 30 38 44 38 49 41 62 50 68 81 50 56 54 71 76 86 88 93 78 84 83 87 101 104 89 110 104 108 105 117 121 128 145 144 136 130 165 178 188 207 214 208
100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 33 38 43 43 49 61 59 58 68 86 99 72 79 66 81 87 95 101 125 118 117 130 119 128 138 131 142 133 141 138 147 163 160 170 189 193 205 219 225 235 250 245
