age 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010
 0 0.0378926189500354 0.0347207009857612 0.0339095804453554 0.0361575277657845 0.0320719121074243 0.0353768320809464 0.0357950445032475 0.0333514455415863 0.0321916868626823 0.0314130697722639 0.0297764365929993 0.0269396723295174 0.0269127076365994 0.0266271713057617 0.0271126577676206 0.025836652121454 0.0236411684879651 0.0235953803811957 0.0238395931007041 0.0206714662484853 0.0198362357282897 0.0180577546558094 0.0167199896985845 0.0161835211296098 0.0163053159940898 0.0154236428209031 0.0146356663952635 0.0129385212227111 0.0130831324038159 0.0129923717426495 0.012893864013267 0.0119637533808461 0.0113602677504184 0.0115985408287345 0.0112240832799266 0.0118107924471324 0.0112983681883271 0.0113209327190679 0.0104273964787728 0.00940918309671842 0.0084889346910971 0.00828360035393565 0.00732774147069418 0.00715278301429479 0.00678622309708432 0.00724549641590917 0.00672492075730318 0.00707987112090894 0.00593122219739595 0.00653287955247819 0.00561473676114295 0.00441581630204184 0.00512975532899136 0.00477025098025044 0.00432317505315379 0.00461469067693696 0.0046096516684752
 1 0.00386291155729237 0.0031610736360814 0.00307496846776347 0.00284763347148286 0.0028715668565606 0.00233370050221235 0.00217379082885145 0.00182357848177391 0.00241931673203232 0.00239737395345406 0.00161664624129749 0.00176861670056515 0.00171152077418323 0.00146471159510277 0.00166884047991316 0.00152264940997335 0.00120925531530881 0.00117886614510771 0.00115045159517841 0.000891288961124073 0.0010720315891975 0.00109898875309091 0.000977553859457834 0.00120371375292295 0.000929311703266733 0.00125570298438743 0.00105338856870828 0.00116342045614105 0.00085112566559065 0.000732179279326395 0.00105523077897136 0.00152902039382606 0.00137732916199359 0.00121991898975459 0.00136224527879376 0.000880479256944564 0.00128783000643915 0.00111391769560238 0.000956907776052206 0.000902205655404924 0.000865152649529989 0.000767968722728383 0.00075263658001938 0.000699235981860996 0.000882327623310665 0.000541219258746103 0.000747047514419116 0.000659335984856541 0.000695102685624013 0.000605614042170925 0.000623289605671935 0.000554344917230569 0.000628643273516974 0.000417999418435592 0.000483381522293735 0.000456833615925923 0.000533434284337681
 2 0.00142461702146844 0.00125929857069612 0.00139244317326509 0.00134305978455849 0.00114247372763789 0.00133515062167951 0.000859740769467989 0.0011045483052672 0.000930457959777078 0.00109658451736101 0.000717789209235554 0.00105593879017111 0.000896961542773854 0.000655124753329552 0.000764100033429376 0.000659970381817011 0.000771426367353236 0.000574743610467518 0.000518843872722231 0.000499100758116841 0.000646203554119548 0.000533812578403722 0.000458109417672452 0.000523120037365717 0.000373214952169557 0.000523491689569428 0.000459017077521725 0.000262724452573184 0.000440577156074458 0.000352492328108153 0.00022935301599216 0.000378421561619644 0.000225893563060242 0.000352236703064459 0.000341128757154228 0.000314925621978103 0.000325771993896062 0.000282791316643101 0.00034428256208823 0.000312754112716582 0.000268386444905788 0.000216396171452351 0.000261583802730935 0.000206893308882306 0.000328589324954306 0.000193166208791209 0.000215500985917011 0.000174737347923902 0.000295814228664399 0.000209437242130396 8.03059657294291e-05 0.000252150553276502 0.000189731719348841 0.000264442828404938 0.000144087028565253 0.000390050174636101 0.000209031920916257
 3 0.00113831421085916 0.00113622017422043 0.00113228911115305 0.00101456082667919 0.00097364722740174 0.000834913922189653 0.00074263170109074 0.000821846165340506 0.000897741618740356 0.000736098869700815 0.000641576012605082 0.000567900782237529 0.000706920928307873 0.000479857962043235 0.000622679918572626 0.000587856785376665 0.000510929092621865 0.000562995820182547 0.000539529530249622 0.000394601138962378 0.000361635626275411 0.00047010072343278 0.00062036938565706 0.000508807635623552 0.000391221729572637 0.000313888589168882 0.000341894093276753 0.000354384465452726 0.000303352040042469 0.000280488049205618 0.000227962738454205 0.000249558074243527 0.000293405706740996 0.000265778014024901 0.00023365395848748 0.000225693301610886 0.000386441426520923 0.000255730494156558 0.000231993570463904 0.00021836785625156 0.000186238524990882 0.000173266546955234 0.000133305561341387 0.000174378558412458 0.000188097208637424 0.000122908003359485 8.55066267635742e-05 0.000193010862222413 0.00034741447632696 0.00027328435236864 0.000125108166435564 0.000260018201274089 0.000134987899299027 3.76265191707115e-05 0.000131104555883317 0.000214291454235381 7.04305950504899e-05
 4 0.000790738050830705 0.000848919433933297 0.000828858697610725 0.000933597852724939 0.000957135350198934 0.000735145466909265 0.000853025518167629 0.000649368720836387 0.000690904337758856 0.0005981867464249 0.000850644266367652 0.000657734012365399 0.0006203134407327 0.000585127437313921 0.000511680711236189 0.000539982529976971 0.00075782693127457 0.000349883902159738 0.000462483192161766 0.000378774214494427 0.000323104676940199 0.000412477442639856 0.000190856250542205 0.000424114440213117 0.000297647707674934 0.000335111284872518 0.000293832456733171 0.000201106083459025 0.000250177208856273 0.000303496277112334 0.000120094874951211 0.000248300692138179 0.000248787162582411 0.000229623521798578 0.000223857057093725 0.000270764232044947 0.000242548626335184 0.000201354567087681 0.000254729477295113 0.000296973346642139 0.000201112305752585 0.00010801969044643 0.000236397305070722 0.00023340529996749 0.00012202030766549 7.51328913014895e-05 6.12376121413772e-05 0.000148817432899282 0.000127919495997186 0.000151143834950932 8.37205408346938e-05 0.000103873440599973 0.00015911531882732 7.65726099774111e-05 9.32487877657591e-05 0.000111407165337517 0.000141918201896382
 5 0.00059263649159197 0.000824791868926826 0.000739965347964193 0.000665689123179475 0.000825230526353557 0.000807208560165196 0.000680547380812243 0.000834277941509862 0.000519100102893056 0.000616079679638567 0.000541282091961961 0.000520105947507826 0.000767574651315174 0.000473571090306364 0.000585072058507206 0.000605519790936325 0.000473862532479328 0.000362296011593472 0.000366557230739808 0.00046412885592237 0.000559602140929481 0.000448080869635352 0.000342770960444231 0.000328640121769814 0.00051154504242296 0.000349815472338342 0.00026054752200696 0.000332899258809591 0.000321776204649666 0.000250378175369047 0.000182053564204224 0.000179893862621054 0.000123822397407984 0.000165161290322581 0.000228286811248314 0.000242480576295503 0.000230385992531654 0.000148400979446464 0.000164095831965868 0.000185972594402225 0.0001635630576478 0.000169122790833545 0.000108000524573976 0.000189274447949527 0.000166665277789352 0.000104455006006163 7.49351342743937e-05 0.000101651842439644 0.000126872693824472 0.000190740603376109 4.29793269437401e-05 0.00014596561467163 0.000103390163459848 0.000118483412322275 1.90050838599325e-05 7.39850180338481e-05 9.22117920439666e-05
 6 0.000571061460489685 0.000707807278892529 0.000652326918785299 0.000648853242013247 0.000772936439459304 0.000592262892935022 0.000620236629671744 0.000551445246082441 0.00057983094304067 0.000574574166404092 0.000577862282369608 0.000577060898539664 0.000403105834477066 0.00044873233116446 0.000382256038735279 0.000651661307609861 0.000444035649719306 0.000472962320668453 0.000426331496423552 0.000335766306650571 0.000482247272288866 0.000342743753946063 0.000393457868710263 0.00037609409190372 0.000466438054435048 0.000334949316879683 0.000297285954113039 0.000242009047415157 0.000156799717760508 0.000261506276150628 0.000187862025778845 0.000343618300706439 0.000179495617315344 0.000205545620850548 0.000267022696929239 0.00020602839071224 0.000120327290229424 0.000152629520457125 0.000166294044825484 0.000126986430592845 0.000167636162472969 6.4983063789e-05 0.000184413947841588 0.00020048424656478 0.000141888696200536 0.000149830192448558 0.000104251733185064 9.33140484299911e-05 2.02351322365892e-05 0.000105265374007874 8.43570411767807e-05 0.000235525865022268 0.000103574350847756 6.156750877337e-05 9.80103891012447e-05 0.000150929157626639 1.83794811472472e-05
 7 0.000419342564046811 0.000745428304071307 0.000855460138847761 0.000600209215783788 0.00054002970163359 0.000683508557347267 0.000484896375848569 0.000488611591370368 0.000606305578011318 0.000507122352323254 0.000481396791305233 0.000613565372601517 0.000482759901219897 0.000479308262315826 0.00046736397371545 0.000490427580193991 0.000460676170245438 0.000490941340428228 0.000458400183360073 0.000285198212757867 0.000304587244206831 0.000344317047137004 0.000252304531569605 0.000392765965043829 0.000187796633318537 0.000345790433707651 0.00021170555286023 0.000192582088115059 0.00013052274358807 0.000255102040816327 0.000241407405172154 0.000229568411386593 0.000121139926710344 0.000178951345117611 0.000122690604966925 0.000122478974442721 0.000163617584799926 0.00015943559798314 0.000189949758288933 0.00025743575598768 0.000143790497245513 0.000216556583736601 0.000129817444219067 0.00015357680375956 0.000107834151075646 0.000173137006461158 9.96801927150392e-05 6.93138792378939e-05 3.71695395623287e-05 0.000120859309691909 6.29240820949524e-05 0.000126128588095563 0.000106512153036661 8.21515490701472e-05 2.0345466012899e-05 7.77725929382486e-05 5.62134612501874e-05
 8 0.00048293503769157 0.000512521840419336 0.000554574047519073 0.000805569940733069 0.000428261856429495 0.000522113298585793 0.000666780800317171 0.000556572946963984 0.000394607037158829 0.000514389116995968 0.000398056759275175 0.000480347328067988 0.000408216280407474 0.000278107386532186 0.000517489218974605 0.000445781789813886 0.000307422443646754 0.000323610815414094 0.000444458554239817 0.000364434374083962 0.000174653075481884 0.000336708434546285 0.000326682198399257 0.000305865419215545 0.000303330389244261 0.00025624599615631 0.000276874091506887 0.000300419703998233 0.000333105419099213 0.00018670126863512 0.000137416568511975 0.000120600590942896 0.000145885000937832 8.05542129853391e-05 0.000178313157529768 0.000121904142709116 0.00012169891687964 0.000101617754654093 9.91640470830896e-05 0.000245732756176398 0.00020037159823673 0.000124984376952881 6.65668164420037e-05 0.00011347241809723 0.000168657334294169 3.07540902940091e-05 3.14114746116756e-05 9.93591335883551e-05 6.90643507087729e-05 7.40397963905599e-05 0.000100315995385464 0.000104451732854248 0.000104562041887554 8.45478276492533e-05 6.11215810115622e-05 0.000141254338526112 7.72767667400796e-05
 9 0.00061449918316572 0.00052820621170505 0.000574311214590609 0.000664714726596502 0.000394331484904498 0.000513971457451729 0.000324763193504736 0.000378211420183883 0.000376840461898738 0.000413207618045904 0.000477156149349875 0.000487593455412287 0.000387157434805453 0.00038931064208448 0.0003704424008372 0.000324721837543575 0.000554513275972016 0.0003428488938612 0.000409549325096841 0.000286373399093151 0.000190397613683242 0.000380834503606027 0.000320279283535243 0.000154466660945679 0.000197658643522636 0.000303352040042469 0.000170959166403105 0.000173154176478737 0.000176916000283066 0.000175510956271445 0.000186696040176988 0.000137341076754042 0.000301099011391579 0.000166237220513673 8.02463563138836e-05 0.000236399633580568 0.000322834486794052 0.000100857286938981 0.000161792662702746 0.000177406319607341 3.74528328386438e-05 9.04306306632182e-05 7.13444868547783e-05 0.000166220641279234 0.000113286939634245 0.000153057319966327 0.000153353064760999 6.26311339366799e-05 6.60076898958729e-05 6.87858438733309e-05 5.53235041907554e-05 8.00208054094064e-05 0.000145350346245289 6.22316261123903e-05 6.28377529219555e-05 0.000161567201858023 8.01145638262716e-05
 10 0.000420986160079987 0.000479702584397673 0.000271462504241602 0.000558217425687305 0.000458498023715415 0.000492971054382923 0.000292141396435875 0.000396646533850176 0.000432089874693936 0.000412589356988456 0.000337714237469395 0.000457942555685815 0.000270384757509937 0.000349898253271088 0.000333509352158083 0.000314064549502115 0.000437403723636917 0.000350395116598586 0.000234803261959162 0.000273399119996583 0.00028678403568868 0.000301202431813318 0.00042786850174713 0.000271830377844225 0.000240009600384015 0.000125751138496915 0.000249848306385409 0.000239570142715356 0.000138679425173783 0.000230214808124812 0.00022814622417999 0.000111966410076977 0.000274380683599875 0.000160189023047196 0.000206990054127899 3.9898259438432e-05 0.000137042620254899 0.000160532969458603 0.000100361300682457 0.000160936651310628 0.00011712573447596 5.57781516979799e-05 0.000126411976631843 0.0002136599957268 0.000232210980262067 0.000161518271754492 0.000152685742205393 9.17550446158904e-05 0.000109212035166275 9.86436498150432e-05 1.71304742571798e-05 9.19134542914392e-05 0.000119424374514838 0.000102949503268647 0.000144052188049842 8.3060790115766e-05 2.00517334723587e-05
 11 0.000418433609875033 0.000345742481980052 0.000419516507225423 0.000451929739989756 0.000387266671830222 0.000363613368324533 0.000296515937731653 0.000292023464944301 0.000306322864298971 0.000486000486000486 0.000430203898722832 0.000374556384781774 0.000420632961164605 0.000197998416012672 0.00034968574294417 0.000351152797671303 0.000404746573452304 0.000322482737688747 0.000276890702010226 0.000289333538277923 0.000324861292776966 0.000222915737851092 0.000364001804182856 0.000237257305547867 0.000175742712668653 0.000102845389098389 0.000161653899002236 0.000249991071747438 0.000102776683396427 0.000242924814769829 0.000247971943745793 0.000210439555621805 0.00027956648556971 0.00021504745706382 0.000159628066604811 0.000102894420035601 0.000178461660486605 0.000116850869078339 0.000159934426884977 0.000139701039774882 0.000199336210419304 9.69537142967947e-05 0.000111339976618605 9.01095732410611e-05 0.000195366267349857 0.000148910471715283 9.6659605145513e-05 0.000106512477175898 0.000121947501600561 0.000108863850203342 9.83042516588842e-05 3.41497980893188e-05 0.000146240254458043 0 0.000142905264017475 8.16101686270109e-05 8.24903847145317e-05
 12 0.00042178891222397 0.000595602202118412 0.000390645541757755 0.000539039162692501 0.000331103402087456 0.000371761607868954 0.000269417898857351 0.000378660037372099 0.000326272678097659 0.000360344128642854 0.000431658558080558 0.000447367243770411 0.000280358110760144 0.00027411529289219 0.00043154989346112 0.000366965743747821 0.000276204944068499 0.000367009514721669 0.000303469989663053 0.000277154180870818 0.000289427747076328 0.000290397246350817 0.000222471178064342 0.000268621812091142 0.000221165542408493 0.000319567944139523 0.000205745441452563 0.000179652551964501 0.000160834911898209 0.000222822127951322 0.000173480097495815 0.000141595426467725 0.000210179703646618 0.000185985958060166 0.00021421407775971 0.000158875163840013 0.000122778476932994 7.89351646291527e-05 0.000135718094130192 0.000159197643874871 5.93507033058342e-05 0.00013862209636216 9.67876189277868e-05 5.55524693072607e-05 0.000107808962518417 0.00012405628610924 6.59685000412303e-05 8.02684175884157e-05 0.000136381200609169 0.000121544527077842 9.30398443133272e-05 0.000114353859851177 8.49769287638406e-05 0.000108825769942322 5.87032453110783e-05 0.000101226869660283 8.09806759861928e-05
 13 0.000404510289730495 0.00058017387635264 0.000450537426787668 0.000525636019583696 0.000478923619165925 0.000421353598434972 0.000419847921752787 0.000300942424962382 0.000460886383276408 0.000240388742938581 0.000378129698486581 0.000269338504632622 0.000357260880826702 0.000317344757744612 0.000328863229436913 0.000287054728778134 0.000237510162694461 0.000422533917532402 0.000293747762468216 0.000265717674970344 0.000277287389893799 0.000252922154174119 0.000255832992222677 0.000190234622701332 0.000315723836360336 0.000142099280030315 0.000191791331031837 0.000137193030594046 0.000179704206875483 0.000107257776188774 0.000205681964262759 0.000190646203974107 0.000176734650595596 0.000209762705938907 0.000166963490650045 0.000213217549742685 0.000158021569944297 0.000122275547947299 0.000176909392905933 0.000192971961174041 0.000157940456447919 0.000117958144518387 7.9116271250136e-05 0.000115938668444393 0.000110835049737229 0.000286710091299245 0.00019437548041667 0.00013135749763967 0.000111924786543443 0.000150924032388297 0.00012118366141285 0.000123690618839627 0.000162576512571229 0.000135095199898679 0.000143996256097341 7.75374118011941e-05 0.000180908158957969
